-0.084 -1.19097e-17 3.76233e-19
-0.078 -8.94609e-18 3.30041e-19
-0.072 -8.61681e-18 3.79273e-19
-0.066 -7.30414e-18 2.65876e-19
-0.06 -7.04983e-18 6.80133e-19
-0.054 -5.23208e-18 5.78972e-19
-0.048 -4.65912e-18 3.49292e-20
-0.042 -3.73215e-18 6.81624e-19
-0.036 -3.09712e-18 1.09605e-18
-0.03 -1.31773e-18 7.6196e-19
-0.024 7.16263e-19 1.28502e-18
-0.018 1.47425e-18 3.96712e-19
-0.012 1.61729e-18 -7.99034e-20
-0.006 1.5729e-18 -8.21374e-20
0 1.35835e-18 -3.10927e-19
0.006 1.83552e-18 -1.01779e-19
0.012 1.69981e-18 -4.70614e-19
0.018 5.79198e-19 -1.72074e-18
0.024 -2.44185e-18 -1.26786e-18
0.03 -2.46983e-18 -1.76619e-18
0.036 -3.47086e-18 -1.77041e-18
0.042 -4.48689e-18 -1.93555e-18
0.048 -5.9514e-18 -7.632e-19
0.054 -6.3235e-18 -1.31864e-18
0.06 -1.0461e-17 -9.1252e-19
0.066 -8.29e-18 -6.89852e-19
0.072 -1.14197e-17 -1.36717e-18
0.078 -1.13178e-17 -9.24954e-19
0.084 -1.26412e-17 -5.56746e-19
0.09 -1.68636e-17 1.78774e-19
0.096 -1.63441e-17 1.35432e-18
0.102 -1.94138e-17 8.58819e-19
0.108 -1.81255e-17 2.30196e-18
0.114 -2.15385e-17 2.36411e-18
0.12 -2.12279e-17 3.24422e-18
0.126 -2.12757e-17 4.44156e-18
0.132 -2.2684e-17 5.06653e-18
0.138 -2.4758e-17 6.55578e-18
0.144 -2.28165e-17 7.64498e-18

-0.15 -4.44837e-16 4.82005e-17
-0.144 -4.82451e-16 2.95306e-17
-0.138 -5.07091e-16 2.86308e-17
-0.132 -5.32863e-16 2.65912e-17
-0.126 -5.6004e-16 2.56491e-17
-0.12 -5.85721e-16 1.89679e-17
-0.114 -6.04981e-16 1.71562e-17
-0.108 -6.24804e-16 1.76216e-17
-0.102 -6.39647e-16 1.11495e-17
-0.096 -6.76564e-16 1.07094e-17
-0.09 -6.87863e-16 5.89426e-18
-0.084 -6.75583e-16 4.24527e-18
-0.078 -7.01406e-16 -7.39085e-18
-0.072 -7.16781e-16 6.54781e-19
-0.066 -7.08233e-16 -1.24327e-17
-0.06 -7.29287e-16 -1.11244e-17
-0.054 -7.27819e-16 -1.66532e-17
-0.048 -7.6e-16 -2.53077e-17
-0.042 -7.58927e-16 -2.25304e-17
-0.036 -7.57863e-16 -2.8666e-17
-0.03 -7.69321e-16 -2.67749e-17
-0.024 -7.59021e-16 -3.24661e-17
-0.018 -7.60417e-16 -2.76628e-17
-0.012 -7.72846e-16 -3.87834e-17
-0.006 -7.78895e-16 -4.45887e-17
0 -7.74213e-16 -4.77717e-17
0.006 -7.81192e-16 -4.29407e-17
0.012 -7.61034e-16 -4.95816e-17
0.018 -7.8532e-16 -4.9278e-17
0.024 -7.93917e-16 -4.66684e-17
0.03 -7.92377e-16 -5.23173e-17
0.036 -7.96208e-16 -5.3357e-17
0.042 -7.71881e-16 -6.34408e-17
0.048 -7.83605e-16 -6.14307e-17
0.054 -7.71851e-16 -6.06655e-17
0.06 -7.70814e-16 -6.94447e-17
0.066 -7.75654e-16 -6.89058e-17
0.072 -7.65235e-16 -6.71998e-17
0.078 -7.79023e-16 -7.15716e-17
0.084 -7.55945e-16 -7.50551e-17
0.09 -7.50563e-16 -7.18472e-17
0.096 -7.71965e-16 -8.05067e-17
0.102 -7.50625e-16 -8.68473e-17
0.108 -7.71951e-16 -8.34573e-17
0.114 -7.52515e-16 -9.29844e-17
0.12 -7.4638e-16 -9.65041e-17
0.126 -7.43577e-16 -1.01445e-16
0.132 -7.55464e-16 -1.02099e-16
0.138 -7.18056e-16 -1.04896e-16
0.144 -7.37092e-16 -1.24158e-16

